facility_id,aspen_facid,status,certification_type,county,fips_county_code,participation_date,approval_date,type_of_care,critical_access,facility_name,address,city,zip,latitude,longitude,contact_email,contact_phone,num_beds,in_psps_zone,in_fire_zone,in_earthquake_zone,proximity_to_dispatch_center,outage_likelihood_score,google_map_link
40000035,CA040000035,OPEN,LICENSED AND CERTIFIED,MERCED,6047,25415.0,44951.0,,,FRANCISCAN POST-ACUTE CARE CENTER,3169 M ST,MERCED,95348,37.320525,-120.479283,151_ADMINISTRATOR@AVALONHEALTHCARE.COM,(209) 722-6231,71,,,,,,"https://www.google.com/maps/search/?api=1&query=37.320525,-120.479283"
40000036,CA040000036,OPEN,LICENSED AND CERTIFIED,FRESNO,6019,24473.0,45681.0,,,"MANNING GARDENS CARE CENTER, INC.",2113 E MANNING AVE,FRESNO,93725,36.604809,-119.752623,RONKMGNR@GMAIL.COM,(559) 834-2586,59,,,,,,"https://www.google.com/maps/search/?api=1&query=36.604809,-119.752623"
40000037,CA040000037,OPEN,LICENSED AND CERTIFIED,FRESNO,6019,40316.0,45630.0,,,SIERRA VISTA HEALTHCARE,1715 S CEDAR AVE,FRESNO,93702,36.725589,-119.7539505,SALESTRADA@ASPENHEALTH.COM,(559) 237-8377,99,,,,,,"https://www.google.com/maps/search/?api=1&query=36.725589,-119.7539505"
40000039,CA040000039,OPEN,LICENSED AND CERTIFIED,MERCED,6047,27120.0,,,,"GRACE HOME, INC.",13435 PEACH AVE,LIVINGSTON,95334,37.374759,-120.731247,ADMIN@GRACEHOMEINC.COM,(209) 325-0101,33,,,,,,"https://www.google.com/maps/search/?api=1&query=37.374759,-120.731247"
40000042,CA040000042,OPEN,LICENSED AND CERTIFIED,KINGS,6031,24473.0,45554.0,,,BRIGHTON POST ACUTE,361 E GRANGEVILLE BLVD,HANFORD,93230,36.342108,-119.641941,DAN@WESTHARBORHC.COM,(559) 582-9221,131,,,,,,"https://www.google.com/maps/search/?api=1&query=36.342108,-119.641941"
40000043,CA040000043,OPEN,LICENSED AND CERTIFIED,FRESNO,6019,25989.0,45470.0,,,KEYSTONE POST-ACUTE,3672 N 1ST ST,FRESNO,93726,36.784566,-119.771856,BRAEDEN.CARTER@JERICHOCARE.COM,(559) 227-5383,65,,,,,,"https://www.google.com/maps/search/?api=1&query=36.784566,-119.771856"
40000046,CA040000046,OPEN,LICENSED AND CERTIFIED,MERCED,6047,25569.0,45538.0,,,MERCED NURSING & REHABILITATION CENTER,510 W 26TH ST,MERCED,95340,37.310292,-120.478788,MICHAEL.DAROUZE@MERCEDNURSINGHCC.COM,(209) 723-2911,79,,,,,,"https://www.google.com/maps/search/?api=1&query=37.310292,-120.478788"
40000047,CA040000047,OPEN,LICENSED AND CERTIFIED,FRESNO,6019,24516.0,45714.0,,,HEALTHCARE CENTRE OF FRESNO,1665 M ST,FRESNO,93721,36.742482,-119.7943515,ADMINISTRATOR@HCFRESNO.COM,(559) 268-5361,155,,,,,,"https://www.google.com/maps/search/?api=1&query=36.742482,-119.7943515"
40000048,CA040000048,OPEN,LICENSED AND CERTIFIED,MERCED,6047,31224.0,45727.0,"STP, 96 BEDS",,MERCED BEHAVIORAL CENTER,1255 B ST,MERCED,95341,37.290663,-120.4721505,JERI.ALLGOOD@MERCEDBEHAVIORAL.COM,(209) 723-8814,96,,,,,,"https://www.google.com/maps/search/?api=1&query=37.290663,-120.4721505"
40000049,CA040000049,OPEN,LICENSED AND CERTIFIED,FRESNO,6019,25169.0,45728.0,,,COVENANT POST ACUTE,3408 E SHIELDS AVE,FRESNO,93726,36.778986,-119.767788,BRAEDEN.CARTER@JERICHOCARE.COM,(714) 767-6861,121,,,,,,"https://www.google.com/maps/search/?api=1&query=36.778986,-119.767788"
40000050,CA040000050,OPEN,LICENSED AND CERTIFIED,MERCED,6047,25132.0,,,,GOLDEN MERCED CARE CENTER,3170 M ST,MERCED,95348,37.320489,-120.477501,DEBBIENOYES@GMAIL.COM,(559) 259-0446,121,,,,,,"https://www.google.com/maps/search/?api=1&query=37.320489,-120.477501"
40000051,CA040000051,OPEN,LICENSED AND CERTIFIED,FRESNO,6019,24473.0,45729.0,,,OAKWOOD GARDENS CARE CENTER,3510 E SHIELDS AVE,FRESNO,93726,36.778284,-119.765925,BRETT.HOBBS@OAKWOODCARES.COM,(559) 222-4807,103,,,,,,"https://www.google.com/maps/search/?api=1&query=36.778284,-119.765925"
40000052,CA040000052,OPEN,LICENSED AND CERTIFIED,FRESNO,6019,41807.0,45674.0,,,ROLLING HILLS CARE CENTER,2108 STILLMAN ST,SELMA,93662,36.572724,-119.6128575,ADMINISTRATOR@ROLLINGHILLSCARECENTER.ORG,(559) 896-4990,34,,,,,,"https://www.google.com/maps/search/?api=1&query=36.572724,-119.6128575"
40000058,CA040000058,OPEN,LICENSED AND CERTIFIED,MADERA,6039,29073.0,45581.0,,,MAJESTIC MOUNTAIN CARE CENTER,40131 HIGHWAY 49,OAKHURST,93644,37.33501905,-119.6617393,SCOTT@BAYSHIRE.COM,(559) 683-2244,66,,,,,,"https://www.google.com/maps/search/?api=1&query=37.33501905,-119.6617393"
40000059,CA040000059,OPEN,LICENSED AND CERTIFIED,FRESNO,6019,30713.0,45372.0,,,"NORTH POINT HEALTHCARE & WELLNESS CENTRE, LP",668 E BULLARD AVE,FRESNO,93710,36.823932,-119.7755505,ADMINISTRATOR@NORTHPOINTHC.COM,(559) 320-2200,99,,,,,,"https://www.google.com/maps/search/?api=1&query=36.823932,-119.7755505"
40000060,CA040000060,OPEN,LICENSED AND CERTIFIED,FRESNO,6019,26054.0,45321.0,CCRC,,SIERRA VIEW HOMES INC.,1155 E SPRINGFIELD AVE,REEDLEY,93654,36.596097,-119.4368805,RLINSCHEID@SIERRAVIEW.ORG,(559) 638-9226,59,,,,,,"https://www.google.com/maps/search/?api=1&query=36.596097,-119.4368805"
40000061,CA040000061,OPEN,LICENSED AND CERTIFIED,FRESNO,6019,32660.0,45604.0,,,GRACE HEALTHCARE CENTER,2939 S PEACH AVE,FRESNO,93725,36.694449,-119.717334,MARIOM@SUNNYSIDEREHAB.ORG,(559) 233-6248,102,,,,,,"https://www.google.com/maps/search/?api=1&query=36.694449,-119.717334"
40000063,CA040000063,OPEN,LICENSED AND CERTIFIED,FRESNO,6019,25755.0,,,,PACIFIC GARDENS NURSING AND REHABILITATION CENTER,577 S PEACH AVE,FRESNO,93727,36.736929,-119.7180945,PACIFICGARDENSREG@COVENANTCARE.COM,(559) 251-8463,180,,,,,,"https://www.google.com/maps/search/?api=1&query=36.736929,-119.7180945"
40000064,0400000064CA,OPEN,LICENSED ONLY,FRESNO,6019,,,,,STONEHAVEN SENIOR LIVING,1717 S WINERY AVE,FRESNO,93727,36.725814,-119.734506,BENJAMIN.CARTER@JERICHOCARE.COM,(858) 342-4998,50,,,,,,"https://www.google.com/maps/search/?api=1&query=36.725814,-119.734506"
40000067,CA040000067,OPEN,LICENSED AND CERTIFIED,FRESNO,6019,26816.0,,,,VINEYARD CARE CENTER,1090 E DINUBA AVE,REEDLEY,93654,36.590058,-119.43765,ADAM.SALOW@JERICHOCARE.COM,(916) 607-3760,56,,,,,,"https://www.google.com/maps/search/?api=1&query=36.590058,-119.43765"
40000069,CA040000069,OPEN,LICENSED AND CERTIFIED,FRESNO,6019,25848.0,45567.0,,,ORCHARD POST ACUTE,4840 E TULARE AVE,FRESNO,93727,36.742545,-119.734632,JOSH.MATIACO@ORCHARDPA.COM,(559) 251-7161,99,,,,,,"https://www.google.com/maps/search/?api=1&query=36.742545,-119.734632"
40000073,CA040000073,OPEN,LICENSED AND CERTIFIED,MADERA,6039,25934.0,45421.0,,,GOLDEN MADERA CARE CENTER,1700 HOWARD RD,MADERA,93637,36.951723,-120.07773,SUMANDEEP.GILL@GOLDENMADERAHC.COM,(559) 673-9278,64,,,,,,"https://www.google.com/maps/search/?api=1&query=36.951723,-120.07773"
40000076,CA040000076,OPEN,LICENSED AND CERTIFIED,FRESNO,6019,24791.0,,CCRC,,THE TERRACES AT SAN JOAQUIN GARDENS VILLAGE,5551 N FRESNO ST,FRESNO,93710,36.818001,-119.784555,PARM.CHAHAL@HUMANGOOD.ORG,(559) 430-8215,54,,,,,,"https://www.google.com/maps/search/?api=1&query=36.818001,-119.784555"
40000077,CA040000077,OPEN,LICENSED AND CERTIFIED,FRESNO,6019,25934.0,45519.0,,,CORNERSTONE CARE CENTER,2550 9TH ST,SANGER,93657,36.703575,-119.572623,ADAM.SALOW@JERICHOCARE.COM,(559) 875-6501,99,,,,,,"https://www.google.com/maps/search/?api=1&query=36.703575,-119.572623"
40000225,CA040000225,OPEN,LICENSED AND CERTIFIED,MERCED,6047,31727.0,45567.0,"STP, 58 BEDS",,ANBERRY NURSING AND REHABILITATION CENTER,1685 SHAFFER RD,ATWATER,95301,37.349028,-120.5971875,CASSANDRAENS@LIFEGEN.NET,(209) 357-3420,99,,,,,,"https://www.google.com/maps/search/?api=1&query=37.349028,-120.5971875"
40000345,CA040000345,OPEN,LICENSED AND CERTIFIED,MARIPOSA,6043,24473.0,45545.0,,,JOHN C. FREMONT HEALTHCARE DISTRICT D/P SNF,5189 HOSPITAL RD,MARIPOSA,95338,37.50039,-119.977668,,(209) 966-3631,16,,,,,,"https://www.google.com/maps/search/?api=1&query=37.50039,-119.977668"
40000474,CA040000474,OPEN,LICENSED AND CERTIFIED,FRESNO,6019,24473.0,45560.0,SUBACUTE - ADULT,,COMMUNITY SUBACUTE AND TRANSITIONAL CARE CENTER,3003 N MARIPOSA ST,FRESNO,93703,36.777735,-119.7797805,,(559) 459-1711,106,,,,,,"https://www.google.com/maps/search/?api=1&query=36.777735,-119.7797805"
40000790,CA040000790,OPEN,LICENSED AND CERTIFIED,MADERA,6039,33900.0,,,,CHOWCHILLA MEMORIAL HEALTHCARE DISTRICT,1104 VENTURA AVE,CHOWCHILLA,93610,37.12185,-120.273939,CJFLORESCDMH@AOL.COM,(559) 665-3781,31,,,,,,"https://www.google.com/maps/search/?api=1&query=37.12185,-120.273939"
40000798,CA040000798,OPEN,LICENSED AND CERTIFIED,FRESNO,6019,33939.0,45378.0,,,COALINGA REGIONAL MEDICAL CENTER D/P SNF,1191 PHELPS AVE,COALINGA,93210,36.152037,-120.3410205,WALLEN@COALINGAHOSPITAL.COM,(559) 935-6400,51,,,,,,"https://www.google.com/maps/search/?api=1&query=36.152037,-120.3410205"
40001040,CA040001040,OPEN,LICENSED AND CERTIFIED,FRESNO,6019,35103.0,45398.0,,,WILLOW CREEK HEALTHCARE CENTER,650 W ALLUVIAL AVE,CLOVIS,93611,36.843768,-119.7259785,KALAN.CANTWELL@WILLOWCREEKHEALTHCC.COM,(559) 323-6200,159,,,,,,"https://www.google.com/maps/search/?api=1&query=36.843768,-119.7259785"
40001259,040001259,OPEN,LICENSED AND CERTIFIED,MERCED,6047,36692.0,45504.0,,,NEW BETHANY,1441 BERKELEY DR,LOS BANOS,93635,37.046781,-120.834576,LUCIF@NEWBETHANYCONFHIC.ORG,(209) 827-8949,35,,,,,,"https://www.google.com/maps/search/?api=1&query=37.046781,-120.834576"
40001364,CA040000017,OPEN,LICENSED AND CERTIFIED,KINGS,6031,26665.0,,,,HANFORD POST ACUTE,1007 W LACEY BLVD,HANFORD,93230,36.327294,-119.659869,PARKER.BENNETT@HANFORDPA.COM,(559) 582-2871,124,,,,,,"https://www.google.com/maps/search/?api=1&query=36.327294,-119.659869"
40001366,CA040000023,OPEN,LICENSED AND CERTIFIED,KINGS,6031,33497.0,45693.0,,,"KINGS HEALTHCARE & WELLNESS CENTER, LP",851 LESLIE LN,HANFORD,93230,36.315108,-119.6572905,ADMINISTRATOR@KINGSNURSINGREHAB.COM,(559) 582-4414,70,,,,,,"https://www.google.com/maps/search/?api=1&query=36.315108,-119.6572905"
50000002,CA050000002,OPEN,LICENSED AND CERTIFIED,VENTURA,6111,30711.0,45713.0,,,SHORELINE CARE CENTER,5225 S J ST,OXNARD,93033,34.152957,-119.186298,SHORELINEREG@COVENANTCARE.COM,(805) 488-3696,193,,,,,,"https://www.google.com/maps/search/?api=1&query=34.152957,-119.186298"
50000003,CA050000003,OPEN,LICENSED AND CERTIFIED,SAN LUIS OBISPO,6079,34700.0,45511.0,,,ARROYO GRANDE CARE CENTER,1212 FARROLL AVE,ARROYO GRANDE,93420,35.111502,-120.6020115,HAROLD@COMPASS-HEALTH.COM,(805) 489-8137,99,,,,,,"https://www.google.com/maps/search/?api=1&query=35.111502,-120.6020115"
50000004,CA050000004,OPEN,LICENSED AND CERTIFIED,SANTA BARBARA,6083,25385.0,45694.0,,,MISSION PARK HEALTHCARE CENTER,623 W JUNIPERO ST,SANTA BARBARA,93105,34.4274672,-119.7265419,ADMINISTRATOR@MISSIONPARKHC.COM,(805) 682-7443,138,,,,,,"https://www.google.com/maps/search/?api=1&query=34.4274672,-119.7265419"
50000006,CA050000006,OPEN,LICENSED AND CERTIFIED,VENTURA,6111,36992.0,,,,CAMARILLO HEALTHCARE CENTER,205 GRANADA ST,CAMARILLO,93010,34.214724,-119.054088,BWILLITS@ENSIGNSERVICES.NET,(805) 482-9805,114,,,,,,"https://www.google.com/maps/search/?api=1&query=34.214724,-119.054088"
50000007,CA05000007,OPEN,LICENSED AND CERTIFIED,SANTA BARBARA,6083,41054.0,45446.0,,,CHANNEL ISLANDS POST ACUTE,3880 VIA LUCERO,SANTA BARBARA,93110,34.442604,-119.749932,RENEWALS@ENSIGNSERVICES.NET,(805) 687-6651,156,,,,,,"https://www.google.com/maps/search/?api=1&query=34.442604,-119.749932"
50000043,CA050000043,OPEN,LICENSED AND CERTIFIED,VENTURA,6111,24841.0,,,,OJAI HEALTH & REHABILITATION,601 N MONTGOMERY ST,OJAI,93023,34.452999,-119.243286,NICK.CATALANO@REHABCENTER.COM,(805) 646-8124,74,,,,,,"https://www.google.com/maps/search/?api=1&query=34.452999,-119.243286"
50000044,CA050000044,OPEN,LICENSED AND CERTIFIED,SAN LUIS OBISPO,6079,26358.0,,,,SAN LUIS POST ACUTE CENTER,3033 AUGUSTA ST,SAN LUIS OBISPO,93401,35.266752,-120.641058,CARLYCASTILLO@COMPASS-HEALTH.COM,(805) 544-5100,162,,,,,,"https://www.google.com/maps/search/?api=1&query=35.266752,-120.641058"
50000046,CA050000046,OPEN,LICENSED AND CERTIFIED,SANTA BARBARA,6083,27933.0,45687.0,CCRC,,CASA DORINDA,300 HOT SPRINGS RD,SANTA BARBARA,93108,34.428276,-119.638152,TBROWN@CASADORINDA.ORG,(805) 969-8011,52,,,,,,"https://www.google.com/maps/search/?api=1&query=34.428276,-119.638152"
50000047,CA050000047,OPEN,LICENSED AND CERTIFIED,SANTA BARBARA,6083,24919.0,45707.0,,,VALLEY OAKS POST ACUTE,830 E CHAPEL ST,SANTA MARIA,93454,34.95402,-120.423339,ADMINISTRATOR@VALLEYOAKSPA.COM,(805) 922-6657,59,,,,,,"https://www.google.com/maps/search/?api=1&query=34.95402,-120.423339"
50000048,CA050000048,OPEN,LICENSED AND CERTIFIED,SAN LUIS OBISPO,6079,34045.0,45446.0,,,DANISH CARE CENTER,10805 EL CAMINO REAL,ATASCADERO,93422,35.457147,-120.639942,MMAXWELL@COMPASS-HEALTH.COM,(805) 466-9254,65,,,,,,"https://www.google.com/maps/search/?api=1&query=35.457147,-120.639942"
50000049,CA050000049,OPEN,LICENSED AND CERTIFIED,VENTURA,6111,28265.0,,SUBACUTE - ADULT,,"GREENFIELD CARE CENTER OF FILLMORE, LLC",118 B ST,FILLMORE,93015,34.394364,-118.9215945,ADMIN@GCCFILLMORE.COM,(805) 524-5250,99,,,,,,"https://www.google.com/maps/search/?api=1&query=34.394364,-118.9215945"
50000050,CA050000050,OPEN,LICENSED AND CERTIFIED,VENTURA,6111,33367.0,45475.0,,,GLENWOOD CARE CENTER,1300 N C ST,OXNARD,93030,34.214679,-119.1800655,NYAMAK@ENSIGNSERVICES.NET,(805) 983-0305,99,,,,,,"https://www.google.com/maps/search/?api=1&query=34.214679,-119.1800655"
50000051,CA050000051,OPEN,LICENSED AND CERTIFIED,SAN LUIS OBISPO,6079,24473.0,45617.0,,,MISSION VIEW HEALTH CENTER,1425 WOODSIDE DR,SAN LUIS OBISPO,93401,35.265492,-120.638322,MARIE@COMPASS-HEALTH.COM,(805) 543-0210,162,,,,,,"https://www.google.com/maps/search/?api=1&query=35.265492,-120.638322"
50000053,CA050000053,OPEN,LICENSED AND CERTIFIED,SANTA BARBARA,6083,25965.0,45659.0,,,SANTA MARIA POST ACUTE,820 W COOK ST,SANTA MARIA,93458,34.948998,-120.445668,LANCE.BAILEY@SANTAMARIAPOSTACUTE.COM,(805) 925-8877,55,,,,,,"https://www.google.com/maps/search/?api=1&query=34.948998,-120.445668"
50000054,CA050000054,OPEN,LICENSED AND CERTIFIED,SANTA BARBARA,6083,24473.0,45728.0,,,LOMPOC VALLEY MEDICAL CENTER COMPREHENSIVE CARE CENTER D/P SNF,216 N 3RD ST,LOMPOC,93436,34.641306,-120.4445295,,(805) 737-3301,110,,,,,,"https://www.google.com/maps/search/?api=1&query=34.641306,-120.4445295"
50000055,CA050000055,OPEN,LICENSED AND CERTIFIED,VENTURA,6111,24473.0,,,,MARY HEALTH OF THE SICK CONVALESCENT & NURSING HOSPITAL,2929 THERESA DR,NEWBURY PARK,91320,34.180533,-118.938132,NHA@MARYHEALTH.COM,(805) 498-3644,59,,,,,,"https://www.google.com/maps/search/?api=1&query=34.180533,-118.938132"
50000056,CA050000056,OPEN,LICENSED AND CERTIFIED,VENTURA,6111,26665.0,45559.0,,,MAYWOOD ACRES HEALTHCARE,2641 S C ST,OXNARD,93033,34.175529,-119.181852,CARLO.OLETA@MILWOODHC.COM,(805) 487-7840,98,,,,,,"https://www.google.com/maps/search/?api=1&query=34.175529,-119.181852"
50000058,CA050000058,OPEN,LICENSED AND CERTIFIED,VENTURA,6111,26938.0,45638.0,,,OXNARD MANOR HEALTHCARE CENTER,1400 W GONZALES RD,OXNARD,93036,34.218846,-119.1933765,ADMINISTRATOR@OXNARDHC.COM,(805) 983-0324,82,,,,,,"https://www.google.com/maps/search/?api=1&query=34.218846,-119.1933765"
50000061,CA050000061,OPEN,LICENSED AND CERTIFIED,SANTA BARBARA,6083,36759.0,45685.0,CCRC,,SAMARKAND SKILLED NURSING FACILITY,2566 TREASURE DR,SANTA BARBARA,93105,34.43029571,-119.7310008,AANTONIO@COLIVING.ORG,(805) 687-0701,63,,,,,,"https://www.google.com/maps/search/?api=1&query=34.43029571,-119.7310008"
50000062,CA050000062,OPEN,LICENSED AND CERTIFIED,SANTA BARBARA,6083,24539.0,45343.0,,,THE CALIFORNIAN,2225 DE LA VINA ST,SANTA BARBARA,93105,34.430922,-119.720529,EDGAR@CALIFORNIANSB.COM,(805) 682-1355,68,,,,,,"https://www.google.com/maps/search/?api=1&query=34.430922,-119.720529"
50000064,CA050000064,OPEN,LICENSED AND CERTIFIED,SANTA BARBARA,6083,26941.0,45708.0,CCRC,,ATTERDAG CARE CENTER,636 ATTERDAG RD,SOLVANG,93463,34.600923,-120.1400505,CHRIS@PEOPLEWHOCARE.COM,(805) 705-0615,54,,,,,,"https://www.google.com/maps/search/?api=1&query=34.600923,-120.1400505"
50000066,CA050000066,OPEN,LICENSED AND CERTIFIED,VENTURA,6111,24473.0,45614.0,SUBACUTE - ADULT,,COASTAL VIEW HEALTHCARE CENTER,4904 TELEGRAPH RD,VENTURA,93003,34.275339,-119.228283,JUVIEL@COASTALVIEWHCC.COM,(805) 642-4101,96,,,,,,"https://www.google.com/maps/search/?api=1&query=34.275339,-119.228283"
50000067,CA050000067,OPEN,LICENSED AND CERTIFIED,VENTURA,6111,25993.0,44547.0,,,"THOUSAND OAKS POST ACUTE, LLC",93 W AVENIDA DE LOS ARBOLES,THOUSAND OAKS,91360,34.219017,-118.877418,CHAD.CARLSON@THOUSANDOAKSPOSTACUTE.COM,(805) 492-2444,123,,,,,,"https://www.google.com/maps/search/?api=1&query=34.219017,-118.877418"
50000068,CA050000068,OPEN,LICENSED AND CERTIFIED,VENTURA,6111,26665.0,45483.0,,,SANTA PAULA POST ACUTE CENTER,250 MARCH ST,SANTA PAULA,93060,34.348536,-119.0790675,DOVI@STPHEALTH.COM,(805) 525-7134,99,,,,,,"https://www.google.com/maps/search/?api=1&query=34.348536,-119.0790675"
50000069,CA050000069,OPEN,LICENSED AND CERTIFIED,SANTA BARBARA,6083,26572.0,45719.0,CCRC,,VALLE VERDE HEALTH FACILITY,900 CALLE DE LOS AMIGOS,SANTA BARBARA,93105,34.421247,-119.7494505,JEREMIAH.HOVSEPIANBEARCE@HUMANGOOD.ORG,(805) 883-4000,80,,,,,,"https://www.google.com/maps/search/?api=1&query=34.421247,-119.7494505"
50000070,CA050000070,OPEN,LICENSED AND CERTIFIED,VENTURA,6111,35571.0,45540.0,SUBACUTE - ADULT,,SIMI HEALTHCARE CENTER,5270 E LOS ANGELES AVE,SIMI VALLEY,93063,34.271199,-118.6895925,ADMINISTRATOR@SIMIREHAB.COM,(805) 522-9155,99,,,,,,"https://www.google.com/maps/search/?api=1&query=34.271199,-118.6895925"
50000072,CA050000072,OPEN,LICENSED AND CERTIFIED,VENTURA,6111,24562.0,,,,VENTURA POST ACUTE,4020 LOMA VISTA RD,VENTURA,93003,34.276626,-119.2415085,JULIEP@USSKILLEDSERVE.COM,(562) 930-0777,71,,,,,,"https://www.google.com/maps/search/?api=1&query=34.276626,-119.2415085"
50000074,CA050000074,OPEN,LICENSED AND CERTIFIED,SANTA BARBARA,6083,24776.0,45476.0,,,VILLA MARIA POST ACUTE,425 BARCELLUS AVE,SANTA MARIA,93454,34.936992,-120.4304895,RENEWALS@ENSIGNSERVICES.NET,(805) 922-3558,81,,,,,,"https://www.google.com/maps/search/?api=1&query=34.936992,-120.4304895"
50000131,CA050000131,OPEN,LICENSED AND CERTIFIED,SAN LUIS OBISPO,6079,31530.0,45475.0,,,VINEYARD HILLS HEALTH CENTER,290 HEATHER CT,TEMPLETON,93465,35.55288,-120.718152,DGOSSELIN@COMPASS-HEALTH.COM,(805) 434-3035,99,,,,,,"https://www.google.com/maps/search/?api=1&query=35.55288,-120.718152"
50000139,CA050000139,OPEN,LICENSED AND CERTIFIED,SAN LUIS OBISPO,6079,32478.0,45665.0,CCRC,,BAYSIDE CARE CENTER,1405 TERESA DR,MORRO BAY,93442,35.365617,-120.825009,MARISSA@COMPASS-HEALTH.COM,(805) 772-2237,145,,,,,,"https://www.google.com/maps/search/?api=1&query=35.365617,-120.825009"
50000140,CA050000140,OPEN,LICENSED AND CERTIFIED,SANTA BARBARA,6083,31670.0,45370.0,,,MARIAN REGIONAL MEDICAL CENTER DP/SNF,1530 CYPRESS WAY,SANTA MARIA,93454,34.950384,-120.4105815,,(805) 925-7747,95,,,,,,"https://www.google.com/maps/search/?api=1&query=34.950384,-120.4105815"
50000141,CA050000141,OPEN,LICENSED AND CERTIFIED,VENTURA,6111,25764.0,45715.0,,,COMMUNITY MEMORIAL CONTINUING CARE CENTER,1306 MARICOPA HWY,OJAI,93023,34.442892,-119.2644585,HLASHKARI@CMHSHEALTH.ORG,(805) 640-2280,75,,,,,,"https://www.google.com/maps/search/?api=1&query=34.442892,-119.2644585"
50000248,CA050000248,OPEN,LICENSED AND CERTIFIED,VENTURA,6111,31519.0,45390.0,SUBACUTE - ADULT,,ST. JOHN'S HOSPITAL CAMARILLO D/P SNF,2309 ANTONIO AVE,CAMARILLO,93010,34.243515,-119.0198745,JENNIFER.CALIXTO@DIGNITYHEALTH.ORG,(805) 389-5183,74,,,,,,"https://www.google.com/maps/search/?api=1&query=34.243515,-119.0198745"
50000549,CA050000549,OPEN,LICENSED AND CERTIFIED,SANTA BARBARA,6083,32832.0,45722.0,,,BUENA VISTA CARE CENTER,160 S PATTERSON AVE,SANTA BARBARA,93111,34.436133,-119.8081485,BUENAVISTAREG@COVENANT.COM,(805) 964-4871,150,,,,,,"https://www.google.com/maps/search/?api=1&query=34.436133,-119.8081485"
50000595,CA050000595,OPEN,LICENSED AND CERTIFIED,VENTURA,6111,33499.0,,,,VICTORIA CARE CENTER,5445 EVERGLADES ST,VENTURA,93003,34.258977,-119.216556,RALDERMAN@ENSIGNSERVICES.NET,(805) 642-1736,188,,,,,,"https://www.google.com/maps/search/?api=1&query=34.258977,-119.216556"
50000964,CA050000964,OPEN,LICENSED AND CERTIFIED,SAN LUIS OBISPO,6079,34424.0,45483.0,,,SAN LUIS TRANSITIONAL CARE,1575 BISHOP ST,SAN LUIS OBISPO,93401,35.274861,-120.644622,JACK@COMPASS-HEALTH.COM,(805) 545-7575,23,,,,,,"https://www.google.com/maps/search/?api=1&query=35.274861,-120.644622"
50001383,CA0500001383,OPEN,LICENSED AND CERTIFIED,VENTURA,6111,41038.0,45425.0,CCRC,,ALTA HEALTHCARE CENTER OF CAMARILLO,6000 SANTA ROSA RD,CAMARILLO,93012,34.2264268,-118.988419,SCOTTK@ASPENHEALTH.COM,(805) 388-8086,45,,,,,,"https://www.google.com/maps/search/?api=1&query=34.2264268,-118.988419"
50001409,CA050001409,OPEN,LICENSED AND CERTIFIED,VENTURA,6111,37448.0,,,,SHERWOOD OAKS POST ACUTE,250 FAIRVIEW RD,THOUSAND OAKS,91361,34.165035,-118.8400365,TEI.VANDERFORD@SHERWOODOAKSPA.COM,(805) 494-1233,99,,,,,,"https://www.google.com/maps/search/?api=1&query=34.165035,-118.8400365"
50001416,CA050001416,OPEN,LICENSED AND CERTIFIED,SANTA BARBARA,6083,38705.0,,,,LOMPOC SKILLED NURSING & REHABILITATION CENTER,1428 W NORTH AVE,LOMPOC,93436,34.653042,-120.473532,KIRKKLOTTHOR@LIFEGEN.NET,(805) 735-4010,120,,,,,,"https://www.google.com/maps/search/?api=1&query=34.653042,-120.473532"
60000020,CA060000020,OPEN,LICENSED AND CERTIFIED,ORANGE,6059,29068.0,45481.0,,,PLAZA HEALTHCARE CENTER,1209 HEMLOCK WAY,SANTA ANA,92707,33.709932,-117.884205,ADMINISTRATOR@CVPLAZANC.COM,(714) 546-1966,145,,,,,,"https://www.google.com/maps/search/?api=1&query=33.709932,-117.884205"
60000022,CA060000022,OPEN,LICENSED AND CERTIFIED,ORANGE,6059,28611.0,45602.0,,,ALAMITOS WEST HEALTH & REHABILITATION,3902 KATELLA AVE,LOS ALAMITOS,90720,33.802839,-118.0644165,LICENSING@THEGOODMANGROUP.COM,(562) 596-5561,150,,,,,,"https://www.google.com/maps/search/?api=1&query=33.802839,-118.0644165"
60000026,CA060000026,OPEN,LICENSED AND CERTIFIED,ORANGE,6059,26298.0,45146.0,,,SEAL BEACH HEALTH AND REHABILITATION CENTER,3000 N GATE RD,SEAL BEACH,90740,33.772869,-118.078389,ROBERT.DO@SEALBEACHHCC.COM,(562) 598-2477,198,,,,,,"https://www.google.com/maps/search/?api=1&query=33.772869,-118.078389"
60000029,CA060000029,OPEN,LICENSED AND CERTIFIED,ORANGE,6059,28246.0,45714.0,,,ST. ELIZABETH HEALTHCARE CENTER,2800 N HARBOR BLVD,FULLERTON,92835,33.902712,-117.928845,RENEWALS@ENSIGNSERVICES.NET,(714) 871-9202,59,,,,,,"https://www.google.com/maps/search/?api=1&query=33.902712,-117.928845"
60000030,CA060000030,OPEN,LICENSED AND CERTIFIED,ORANGE,6059,28216.0,45679.0,SUBACUTE - ADULT,,BUENA PARK NURSING CENTER,8520 WESTERN AVE,BUENA PARK,90620,33.838749,-118.001898,VANN.RAMA@ME.COM,(714) 828-8222,143,,,,,,"https://www.google.com/maps/search/?api=1&query=33.838749,-118.001898"
